form	wsafter	testid
nagyon	" "	.
örültem	" "	.
annak	""	.
,	" "	.
hogy	" "	.
ez	" "	.
a	" "	.
konszenzus	" "	.
nem	" "	.
volt	" "	.
annyira	" "	.
teljes	""	.
.	"\n"	.

Ugyanakkor	" "	.
teljesen	" "	.
nyilvánvaló	" "	.
mindenki	" "	.
számára	""	.
,	" "	.
hogy	" "	.
a	" "	.
szövetkezet	" "	.
kifelé	" "	.
tényleg	" "	.
versenyhelyzetben	" "	.
van	" "	.
-	" "	.
no	""	.
,	" "	.
nem	" "	.
az	""	.
,	" "	.
aki	" "	.
meg	" "	p1
fogja	" "	.
kapni	" "	v1
adott	" "	.
esetben	" "	.
a	" "	.
kormánydöntésnek	" "	.
megfelelően	" "	.
ezeket	" "	.
az	" "	.
élelmiszer-feldolgozó	" "	.
üzemeket	""	.
,	" "	.
tehát	" "	.
nem	" "	.
azok	""	.
,	" "	.
akik	" "	.
most	" "	.
a	" "	.
termelők	""	.
,	" "	.
hanem	" "	.
versenyhelyzetben	" "	.
fog	" "	.
dolgozni	" "	.
továbbra	" "	.
is	" "	.
ez	" "	.
az	" "	.
élelmiszer-	" "	.
feldolgozó	""	.
.	"\n"	.

4.	" "	.
Az	" "	.
előző	" "	.
korlátozások	" "	.
figyelembevételével	" "	.
számított	" "	.
tőkéből	" "	.
le	" "	p1
kell	" "	.
vonni	" "	v1
:	"\n"	.
Amennyiben	" "	.
a	" "	.
szövetkezetnél	" "	.
a	" "	.
fel	" "	p2
nem	" "	.
osztható	" "	v2
szövetkezeti	" "	.
vagyon	" "	.
a	" "	.
jegyzett	" "	.
tőkében	" "	.
szerepel	""	.
,	" "	.
a	" "	.
törvény	" "	.
hatálybalépését	" "	.
követő	" "	.
180	" "	.
napon	" "	.
belül	" "	.
gondoskodni	" "	.
kell	" "	.
annak	" "	.
a	" "	.
jegyzett	" "	.
tőke	" "	.
leszállításával	" "	.
a	" "	.
lekötött	" "	.
tartalékba	" "	.
helyezéséről	""	.
.	"\n"	.

16.	" "	.
Minden	" "	.
tervbe	" "	.
vett	" "	.
karbantartó	" "	.
tevékenységet	" "	.
az	" "	.
általános	" "	.
és	" "	.
részletes	" "	.
megsemmisítési	" "	.
tervben	" "	.
meg	" "	p1
kell	" "	.
határozni	" "	v1
.	"\n"	.

(	""	.
4)	" "	.
A	" "	.
forintadósság	" "	.
devizaadósságra	" "	.
történő	" "	.
átalakítása	" "	.
során	" "	.
az	" "	.
Állami	" "	.
Számvevőszéknek	" "	.
(	""	.
a	" "	.
továbbiakban	""	.
:	" "	.
ÁSZ	""	.
)	" "	.
folyamatosan	" "	.
meg	" "	p1
kell	" "	.
küldeni	" "	v1
az	" "	.
adósságcserére	" "	.
vonatkozó	" "	.
dokumentumokat	""	.
,	" "	.
illetve	" "	.
ellenjegyzés	" "	.
céljából	" "	.
a	" "	.
hitelszerződéseket	""	.
.	"\n"	.

6.	" "	.
Amennyiben	" "	.
az	" "	.
egyik	" "	.
Szerződő	" "	.
Államban	" "	.
illetőséggel	" "	.
bíró	" "	.
társaság	" "	.
nyereséget	" "	.
vagy	" "	.
jövedelmet	" "	.
élvez	" "	.
a	" "	.
másik	" "	.
Szerződő	" "	.
Államból	""	.
,	" "	.
úgy	" "	.
ez	" "	.
a	" "	.
másik	" "	.
Állam	" "	.
nem	" "	.
adóztathatja	" "	.
meg	" "	.
a	" "	.
társaság	" "	.
által	" "	.
fizetett	" "	.
osztalékot	""	.
,	" "	.
kivéve	""	.
,	" "	.
ha	" "	.
az	" "	.
osztalékot	" "	.
ebben	" "	.
a	" "	.
másik	" "	.
Államban	" "	.
illetőséggel	" "	.
bíró	" "	.
személynek	" "	.
fizetik	""	.
,	" "	.
vagy	" "	.
ha	" "	.
az	" "	.
az	" "	.
érdekeltség	""	.
,	" "	.
mely	" "	.
után	" "	.
az	" "	.
osztalékot	" "	.
fizetik	""	.
,	" "	.
ténylegesen	" "	.
ebben	" "	.
a	" "	.
másik	" "	.
Államban	" "	.
lévő	" "	.
telephelyhez	" "	.
vagy	" "	.
állandó	" "	.
bázishoz	" "	.
tartozik	""	.
,	" "	.
sem	" "	.
pedig	" "	.
a	" "	.
társaság	" "	.
fel	" "	p1
nem	" "	.
osztott	" "	v1
nyereségét	" "	.
nem	" "	.
vetheti	" "	.
a	" "	.
társaság	" "	.
fel	" "	p2
nem	" "	.
osztott	" "	v2
nyeresége	" "	.
után	" "	.
kivetett	" "	.
adó	" "	.
alá	""	.
,	" "	.
még	" "	.
akkor	" "	.
sem	""	.
,	" "	.
ha	" "	.
a	" "	.
kifizetett	" "	.
osztalék	" "	.
vagy	" "	.
a	" "	.
fel	" "	p3
nem	" "	.
osztott	" "	v3
nyereség	" "	.
egészben	" "	.
vagy	" "	.
részben	" "	.
ebben	" "	.
a	" "	.
másik	" "	.
Államban	" "	.
elért	" "	.
nyereségből	" "	.
vagy	" "	.
jövedelemből	" "	.
áll	""	.
.	"\n"	.

Ha	" "	.
a	" "	.
fellebbezési	" "	.
eljárás	" "	.
tárgyának	" "	.
értéke	" "	.
pénzben	" "	.
nem	" "	.
állapítható	" "	v1
meg	" "	p1
,	" "	.
a	" "	.
fellebbezés	" "	.
illetéke	" "	.
2000	" "	.
forint	""	.
.	" "	.

"	"\n"	.
(	""	.
2)	" "	.
Ugyanazon	" "	.
fegyelemsértésért	" "	.
több	" "	.
fenyítés	" "	.
nem	" "	.
szabható	" "	v1
ki	" "	p1
,	" "	.
és	" "	.
egyik	" "	.
fenyítés	" "	.
a	" "	.
másikkal	" "	.
nem	" "	.
kapcsolható	" "	v2
össze	" "	p2
.	"\n"	.

(	""	.
3)	" "	.
A	" "	.
területi	" "	.
szerveket	" "	.
1996.	" "	.
április	" "	.
30.	" "	.
napjáig	" "	.
létre	" "	p1
kell	" "	.
hozni	" "	v1
,	" "	.
a	" "	.
kamarának	" "	.
pedig	" "	.
1996.	" "	.
június	" "	.
30.	" "	.
napjáig	" "	.
kell	" "	.
megalakulni.	"\n"	.
-	" "	.
igazolnia	" "	.
kell	""	.
,	" "	.
hogy	" "	.
a	" "	.
szóban	" "	.
forgó	" "	.
termékre	" "	.
a	" "	.
kivitel	" "	.
alkalmával	" "	.
nem	" "	.
adtak	" "	.
ki	" "	.
EUR.1	" "	.
szállítási	" "	.
bizonyítványt	" "	.
és	" "	.
meg	" "	p2
kell	" "	.
jelölnie	" "	v2
ennek	" "	.
okait	""	.
.	"\n"	.

(	""	.
2)	" "	.
A	" "	.
fegyver	" "	.
nélküli	" "	.
katonai	""	.
,	" "	.
illetve	" "	.
a	" "	.
polgári	" "	.
szolgálat	" "	.
teljesítésére	" "	.
vonatkozó	" "	.
engedély	" "	.
iránti	" "	.
kérelmet	" "	.
el	" "	p1
kell	" "	.
utasítani	" "	v1
,	" "	.
ha	" "	.
a	" "	.
körülményekből	" "	.
a	" "	.
lelkiismereti	" "	.
okra	" "	.
való	" "	.
hivatkozás	" "	.
alaptalansága	" "	.
megállapítható	""	.
.	"\n"	.

(	""	.
2)	" "	.
Az	" "	.
ajándéksorsolás	" "	.
megrendezését	" "	.
a	" "	.
sorsolás	" "	.
megkezdése	" "	.
előtt	" "	.
legalább	" "	.
10	" "	.
nappal	" "	.
be	" "	p1
kell	" "	.
jelenteni	" "	v1
az	" "	.
SZF-hez	""	.
.	"\n"	.

A	" "	.
Miniszteri	" "	.
Kabinet	" "	.
2001.	" "	.
december	" "	.
28-án	" "	.
kelt	""	.
,	" "	.
1767	" "	.
számú	" "	.
határozata	" "	.
2	" "	.
pontjának	" "	.
értelmében	""	.
,	" "	.
a	" "	.
15	""	.
,	" "	.
illetve	" "	.
ennél	" "	.
több	" "	.
dolgozót	" "	.
foglalkoztató	" "	.
vállalatokat	" "	.
a	" "	.
rokkantbiztosító	" "	.
Tb-alap	" "	.
megyei	" "	.
osztályán	" "	.
jegyzékbe	" "	.
veszik	""	.
,	" "	.
ezért	" "	.
legkésőbb	" "	.
2005.	" "	.
február	" "	.
1-ig	" "	.
be	" "	p1
kell	" "	.
nyújtaniuk	" "	v1
a	" "	.
rokkantak	" "	.
munkába	" "	.
való	" "	.
elhelyezéséről	" "	.
és	" "	.
foglalkoztatásáról	" "	.
szóló	" "	.
jelentést	" "	.
a	" "	.
10-II	" "	.
I	" "	.
számú	" "	.
(	""	.
éves	""	.
)	" "	.
űrlapon	""	.
.	"\n"	.

2.	" "	.
A	" "	.
vizsgajegyzőkönyvek	" "	.
alapján	" "	.
felvételi	" "	.
vizsgát	" "	.
tett	" "	.
hallgatók	" "	.
számát	" "	.
el	" "	p1
kell	" "	.
osztani	" "	v1
a	" "	.
Felvételi	" "	.
Bizottság	" "	.
következő	" "	.
tagjai	" "	.
között	""	.
:	" "	.
a	" "	.
Felvételi	" "	.
Bizottság	" "	.
elnökei	""	.
,	" "	.
elnökhelyettese	""	.
,	" "	.
titkára	""	.
,	" "	.
az	" "	.
alapító	" "	.
képviselője	""	.
,	" "	.
valamint	" "	.
az	" "	.
apellációs	" "	.
bizottság	" "	.
elnöke	""	.
.	"\n"	.

Ez	" "	.
a	" "	.
magyarságkép	" "	.
egyrészt	" "	.
az	" "	.
"	" "	.
odamondás	" "	.
"	""	.
,	" "	.
a	" "	.
sanyarú	" "	.
helyzetünk	" "	.
"	" "	.
kimondásának	" "	.
"	" "	.
igényéből	" "	.
eredeztethető	""	.
,	" "	.
ami	" "	.
'	" "	.
89	" "	.
előtt	" "	.
gyűlt	" "	.
fel	""	.
,	" "	.
és	" "	.
most	" "	.
élhető	" "	v1
ki	" "	p1
igazán	""	.
.	"\n"	.

Akik	" "	.
(	""	.
Anglia	""	.
)	" "	.
elöre	" "	.
tudták	""	.
,	" "	.
hogy	" "	.
a	" "	.
németek	" "	.
bombázni	" "	.
fogják	" "	.
Coventryt	""	.
,	" "	.
s	" "	.
hagyták	" "	.
lebombázni	" "	.
a	" "	.
polgári	" "	.
lakosságot	""	.
,	" "	.
csak	" "	.
hogy	" "	.
ki	" "	p1
ne	" "	.
derüljön	" "	v1
:	" "	.
megfejtették	" "	.
a	" "	.
Luftwaffe	" "	.
kódrendszerét	" "	.
(	""	.
mert	" "	.
ha	" "	.
kiürítik	" "	.
a	" "	.
várost	""	.
,	" "	.
egyértelművé	" "	.
válik	" "	.
a	" "	.
megfejtés	" "	.
ténye	""	.
)	""	.
?	"\n"	.

Pl.	" "	.
hogy	" "	.
ki	" "	.
szegte	" "	.
meg	" "	.
szavát	""	.
:	" "	.
el	" "	p1
ne	" "	.
feledd	" "	v1
tisztázni	""	.
.	"\n"	.

Mégpedig	" "	.
azért	""	.
,	" "	.
mert	" "	.
nyakunkon	" "	.
a	" "	.
tavasz	" "	.
meg	" "	.
a	" "	.
nyár	""	.
,	" "	.
és	" "	.
-	" "	.
csak	" "	.
el	" "	p1
ne	" "	.
kiabáljam	" "	v1
-	" "	.
mintha	" "	.
lanyhulna	" "	.
a	" "	.
melltartó-terror	""	.
.	"\n"	.

A	" "	.
múltkor	" "	.
kedves	" "	.
vizslámat	" "	.
elütötte	" "	.
egy	" "	.
autó	""	.
,	" "	.
az	" "	.
ölemben	" "	.
"	" "	.
mondott	" "	.
"	" "	.
búcsút	" "	.
a	" "	.
közös	" "	.
sétákért	""	.
,	" "	.
emlékekért	" "	.
és	" "	.
kölcsönös	" "	.
szeretetért	""	.
,	" "	.
Akkor	" "	.
sírtam	""	.
,	" "	.
mert	" "	.
ez	" "	.
volt	" "	.
a	" "	.
valóság	" "	.
és	" "	.
el	" "	p1
kellett	" "	.
fogadni	" "	v1
,	" "	.
hogy	" "	.
nincs	" "	.
tovább	""	.
!	"\n"	.

Ős	" "	.
patkány	" "	.
terjeszt	" "	.
kórt	" "	.
miköztünk	""	.
,	" "	.
a	" "	.
meg	" "	p1
nem	" "	.
gondolt	" "	v1
gondolat	""	.
,	" "	.
belezabál	""	.
,	" "	.
amit	" "	.
kifőztünk	""	.
,	" "	.
s	" "	.
emberből	" "	.
emberbe	" "	.
szalad	""	.
.	"\n"	.

Tudom	""	.
,	" "	.
hogy	" "	.
erre	" "	.
jön	" "	.
a	" "	.
(	""	.
jól	" "	.
beváltnak	" "	.
nem	" "	.
modható	""	.
,	" "	.
ám	" "	.
már	" "	.
többször	" "	.
bevetett	""	.
)	" "	.
"	" "	.
birkák	" "	.
vagytok	" "	.
"	""	.
,	" "	.
"	" "	.
nem	" "	.
lehet	" "	.
felrázni	" "	.
a	" "	.
társaságot	" "	.
"	""	.
,	" "	.
stb	""	.
...	" "	.
szöveg	""	.
,	" "	.
de	" "	.
nem	" "	.
gondoltál	" "	v1
még	" "	.
bele	" "	p1
,	" "	.
hogy	" "	.
lehet	""	.
,	" "	.
hogy	" "	.
nem	" "	.
azzal	" "	.
a	" "	.
kb.	" "	.
100	" "	.
emberrel	" "	.
van	" "	.
baj	" "	.
aki	" "	.
idejárogat	""	.
,	" "	.
hanem	" "	.
veled	""	.
?	"\n"	.

Az	""	.
,	" "	.
hogy	" "	.
a	" "	.
maga	" "	.
képére	" "	.
teremtette	" "	.
volna	" "	.
az	" "	.
embert	""	.
,	" "	.
nagyon	" "	.
ellentmond	" "	.
annak	""	.
,	" "	.
hogy	" "	.
tökéletes	" "	.
volna	" "	.
-	" "	.
viszont	" "	.
arról	" "	.
tanúskodik	""	.
,	" "	.
hogy	" "	.
az	" "	.
ember	" "	.
iszonyú	" "	.
egy	" "	.
beképzelt	" "	.
majom	""	.
,	" "	.
mert	" "	.
nincs	" "	.
aki	" "	.
rászóljon	""	.
,	" "	.
hogy	" "	.
vegye	" "	v1
már	" "	.
észre	" "	p1
magát	" "	.
a	" "	.
nagy	" "	.
öntömjénezés	" "	.
közepette	" "	.
(	""	.
meglehet	""	.
,	" "	.
ebben	" "	.
is	" "	.
hasonlít	" "	.
Istenre	""	.
:)	" "	.
-	" "	.
ebben	" "	.
tehát	" "	.
következetes	" "	.
ez	" "	.
a	" "	.
felfogás	""	.
)	""	.
.	"\n"	.
én	" "	.
még	" "	.
nem	" "	.
láttam	""	.
,	" "	.
de	" "	.
szivesen	" "	.
megnézném	""	.
.	" "	.

Meg	" "	p1
van	" "	v1
neked	""	.
?	"\n"	.

Csak	" "	.
tudjuk	" "	v1
már	" "	.
meg	" "	p1
,	" "	.
mi	" "	.
volt	" "	.
ez	" "	.
az	" "	.
erdélyi	" "	.
megmozdulás	""	.
!	"\n"	.

Praktikusan	" "	.
ezt	" "	.
az	" "	.
idöhatárt	" "	.
le	" "	p1
kell	" "	.
csökkenteni	" "	v1
méghozzá	" "	.
drasztikusan	""	.
.	"\n"	.

Sajnos	""	.
,	" "	.
nagy	" "	.
fájdalmamra	" "	.
meg	" "	p1
kell	" "	.
védenem	" "	v1
a	" "	.
FIDESZ-MPP-MDF-KDNP-STB-t	""	.
.	"\n"	.

Akkora	" "	.
szájjal	" "	.
hirdették	""	.
,	" "	.
hogy	" "	.
fel	" "	p1
kell	" "	.
lépni	" "	v1
a	" "	.
feketepiac	" "	.
ellen	""	.
,	" "	.
meg	" "	.
hogy	" "	.
ők	" "	.
milyen	" "	.
tiszták	""	.
.	"\n"	.

Tán	" "	.
az	" "	.
IQ	" "	.
hiány	" "	.
teszi	" "	.
mindezt	""	.
,	" "	.
minden	" "	.
esetre	" "	.
meg	" "	p1
van	" "	.
győződve	" "	v1
a	" "	.
maga	" "	.
mindenhatóságáról	""	.
.	"\n"	.

Tehét	" "	.
feltéve	""	.
,	" "	.
de	" "	.
meg	" "	p1
nem	" "	.
engedve	" "	v1
,	" "	.
hogy	" "	.
neked	" "	.
és	" "	.
MaCSnak	" "	.
igazatok	" "	.
van	""	.
,	" "	.
az	" "	.
évek	" "	.
így	" "	.
számláltatnak	""	.
:	" "	.
-2	""	.
,	" "	.
-1	""	.
,	" "	.
1	""	.
,	" "	.
2	" "	.
stb	""	.
.	"\n"	.

Persze	" "	.
tudtam	""	.
,	" "	.
hogy	" "	.
nem	" "	.
jön	" "	.
el	""	.
,	" "	.
hiszen	" "	.
el	" "	p1
kell	" "	.
köszönnie	" "	v1
a	" "	.
barátaitól	""	.
,	" "	.
ráadásul	" "	.
egy	" "	.
csomó	" "	.
érdekes	""	.
,	" "	.
nagyszabású	" "	.
buliba	" "	.
meghívták	""	.
....	"\n"	.

Meditálni	" "	.
lehet	""	.
,	" "	.
hogy	" "	.
ej-ej	""	.
,	" "	.
de	" "	.
szörnyű	" "	.
állat	" "	.
az	" "	.
ember	""	.
,	" "	.
de	" "	.
ettől	" "	.
még	" "	.
a	" "	.
háborút	" "	.
akkor	" "	.
is	" "	.
el	" "	p1
kell	" "	.
kerülni	" "	v1
.	"\n"	.

Annyit	" "	.
meg	" "	p1
lehetett	" "	.
állapítani	" "	v1
,	" "	.
hogy	" "	.
egyik	" "	.
sem	" "	.
volt	" "	.
kivilágítva	" "	.
és	" "	.
nem	" "	.
volt	" "	.
közvilágítás	" "	.
sem	""	.
...	"\n"	.

Hidd	" "	.
el	""	.
,	" "	.
hogy	" "	.
így	" "	.
meg	" "	p1
fognak	" "	.
utálni	" "	v1
,	" "	.
és	" "	.
enyhén	" "	.
szólva	" "	.
nem	" "	.
lesz	" "	.
jó	" "	.
neked	" "	.
ide	" "	.
írni	""	.
!	"\n"	.

Nézd	" "	v1
csak	" "	.
meg	" "	p1
a	" "	.
filmet	""	.
.	"\n"	.

Satya	""	.
,	" "	.
ezt	" "	.
meg	" "	p1
kellene	" "	.
ám	" "	.
indokolnod	" "	v1
,	" "	.
méghozzá	" "	.
alaposan	""	.
.	"\n"	.

A	" "	.
kedvencem	" "	.
az	" "	.
a	" "	.
hely	""	.
,	" "	.
ahol	" "	.
ki	" "	p1
van	" "	.
írva	" "	v1
:	" "	.
a	" "	.
szaunában	" "	.
a	" "	.
fürdőruha	" "	.
viselése	" "	.
kötelező	""	.
.	"\n"	.

Nos	""	.
,	" "	.
ezt	" "	.
kis	" "	.
odafigyeléssel	" "	.
szerintem	" "	.
sokkal	" "	.
meg	" "	p1
lehetne	" "	.
gyorsítani	" "	v1
.	"\n"	.

Az	" "	.
esetek	" "	.
többségében	" "	.
a	" "	.
válaszban	" "	.
szereplő	" "	.
szám	" "	.
mindig	" "	.
meg	" "	p1
tudtam	" "	.
számolni	" "	v1
két	" "	.
ujjamon	" "	.
;-)	" "	.
Viszont	" "	.
tapasztaltam	" "	.
azt	" "	.
is	""	.
,	" "	.
hogy	" "	.
sokan	" "	.
a	" "	.
légitársaságnak	" "	.
rónak	" "	.
fel	" "	.
egy	" "	.
csomó	" "	.
olyan	" "	.
dolgot	""	.
,	" "	.
amiről	" "	.
abszolúte	" "	.
nem	" "	.
tehetnek	" "	.
(	""	.
pl.	" "	.
felszálláskor	" "	.
liftezett	" "	.
a	" "	.
gép	""	.
,	" "	.
hülye	" "	.
pilóta	" "	.
;-)	""	.
)	"\n"	.
Szerintem	" "	.
is	" "	.
jól	" "	.
döntöttek	""	.
,	" "	.
de	" "	.
a	" "	.
kevésbé	" "	.
durva	" "	.
helyzetekre	" "	.
nézve	" "	.
nem	" "	.
hiszem	" "	.
hogy	" "	.
fel	" "	p2
lehet	" "	.
ezt	" "	.
példaként	" "	.
hozni	" "	v2
.	"\n"	.
terembura-ragi	" "	.
úgy	" "	.
sorolod	" "	.
ezeket	" "	.
a	" "	.
faszságokat	""	.
,	" "	.
mintha	" "	.
legalábbis	" "	.
te	" "	.
intézted	" "	.
volna	""	.
,	" "	.
hogy	" "	.
odaát	" "	.
ilyen	" "	.
jó	" "	.
élet	" "	.
legyen.	" "	.
ne	" "	.
felejcsd	" "	.
el	" "	.
lécci	""	.
,	" "	.
hogy	" "	.
a	" "	.
készbe	" "	.
menekültél	" "	.
át	""	.
,	" "	.
az	" "	.
USÁ-ban	" "	.
már	" "	.
minden	" "	.
megvolt	" "	.
előtted.	" "	.
tiszteljük	" "	.
egyébként	" "	.
a	" "	.
fogadott	" "	.
hazád	" "	.
iránti	" "	.
szeretedet	""	.
,	" "	.
és	" "	.
megértjük	" "	.
az	" "	.
identitászavart	" "	.
is	""	.
,	" "	.
de	" "	.
vissza	" "	p3
lehet	" "	.
venni	" "	v3
az	" "	.
arcból	""	.
.	"\n"	.

Pedig	" "	.
ecceri	" "	.
nem	" "	.
mondott	" "	v1
nekem	" "	.
ellent	" "	p1
.	"\n"	.

Esetleg	" "	.
ki	" "	p1
lehetne	" "	.
próbálni	" "	v1
egér	" "	.
formájú	" "	.
kurzorral	" "	.
is	""	.
...	"\n"	.

Köszi	""	.
!	" "	.
(	""	.
nem	" "	.
fognak	" "	.
átcseszni	""	.
?	" "	.
nem	" "	.
bírnám	" "	.
elviselni	""	.
...	" "	.
vagyis	""	.
:	" "	.
a	" "	.
műsorkiírásból	" "	.
ki	" "	p1
fog	" "	.
derülni	" "	v1
?	"\n"	.

Mi	" "	.
nékünk	" "	.
is	" "	.
meg	" "	p1
volt	" "	v1
a	" "	.
magunk	" "	.
esete	" "	.
a	" "	.
vonat	" "	.
"	" "	.
fonökkel	" "	.
"	""	.
,	" "	.
mely	" "	.
hosszú	" "	.
üvöltözés	" "	.
(	""	.
ja	" "	.
kérem	" "	.
kell	" "	.
türelem	""	.
,	" "	.
hangero	""	.
)	""	.
,	" "	.
némi	" "	.
pénz	""	.
,	" "	.
kiváló	" "	.
filctollaink	" "	.
elvesztés	" "	.
árán	" "	.
megoldódott	""	.
.	"\n"	.

Amelyiktek	" "	.
megtapasztalta	" "	.
Istent	""	.
,	" "	.
a	" "	.
legközelebbi	" "	.
tapasztás	" "	.
alkalmával	" "	.
ugyan	" "	.
vegye	" "	v1
már	" "	.
rá	" "	p1
,	" "	.
hogy	" "	.
ne	" "	.
fagyjon	" "	.
le	" "	.
az	" "	.
Internettó	" "	.
kéthetente	""	.
.	"\n"	.

"	" "	.
Le	" "	p1
ne	" "	.
törj	" "	v1
,	" "	.
palló	""	.
,	" "	.
úgy	" "	.
remegsz	""	.
!	"\n"	.

Oh	" "	.
ha	" "	.
meg	" "	p1
is	" "	.
érintene	" "	v1
!	"\n"	.

És	" "	.
ez	" "	.
a	" "	.
szemlélet	""	.
,	" "	.
egy	" "	.
gyülekezetben	" "	.
ragadt	" "	.
rám.	" "	.
(	""	.
ugye	" "	.
meglepő	""	.
)	" "	.
El	" "	p1
kell	" "	.
mondjam	" "	v1
,	" "	.
hogy	" "	.
a	" "	.
barátaim	""	.
,	" "	.
akik	" "	.
szintén	" "	.
ebbe	" "	.
a	" "	.
gyülekezetbe	" "	.
járnak	""	.
,	" "	.
széles	" "	.
látókörűek	""	.
,	" "	.
sok	" "	.
mindennel	" "	.
foglalkoznak	""	.
,	" "	.
agyilag	" "	.
teljesen	" "	.
épek	""	.
,	" "	.
mindannyian	" "	.
egyetemisták	" "	.
vagyunk	""	.
.	"\n"	.

Tudja	" "	.
Kedves	" "	.
Sehonnai	" "	.
Bitang	" "	.
Ember	""	.
,	" "	.
élcesebbnél	" "	.
élcesebb	" "	.
megjegyzései	" "	.
helyett	""	.
,	" "	.
inkább	" "	.
küldte	" "	v1
volna	" "	.
el	" "	p1
vasárnap	" "	.
nekünk	" "	.
azt	" "	.
a	" "	.
mentőcsapatot	""	.
,	" "	.
amit	" "	.
kértünk	" "	.
Öntől	""	.
.	"\n"	.

:-(	" "	.
Nem	" "	.
elég	""	.
,	" "	.
hogy	" "	.
ki	" "	p1
kell	" "	.
hagynom	" "	v1
a	" "	.
gyulai	" "	.
hétvégét	""	.
,	" "	.
most	" "	.
még	" "	.
az	" "	.
útlevelemet	" "	.
is	" "	.
le	" "	p2
kell	" "	.
adnom	" "	v2
,	" "	.
hogy	" "	.
a	" "	.
vízumot	" "	.
elintézzék	""	.
,	" "	.
csak	" "	.
az	" "	.
utazás	" "	.
(	""	.
szept.	" "	.
19.	""	.
)	" "	.
előtt	" "	.
pár	" "	.
nappal	" "	.
kapom	" "	.
vissza	""	.
...	"\n"	.

3.	" "	.
Muanyag	""	.
:	" "	.
modern	""	.
,	" "	.
élettartama	" "	.
ismeretlen	" "	.
(	""	.
legjobb	" "	.
tudomásom	" "	.
szerint	" "	.
csak	" "	.
becslések	" "	.
vannak	" "	.
rá	""	.
)	""	.
,	" "	.
házilag	" "	.
egész	" "	.
jól	" "	.
hozzá	" "	p1
lehet	" "	.
nyúlni	" "	v1
,	" "	.
bár	" "	.
elég	" "	.
rohadt	" "	.
meló	""	.
.	"\n"	.

Nyugtasd	" "	.
meg	""	.
,	" "	.
hogy	" "	.
ez	" "	.
nem	" "	.
azt	" "	.
jelenti	""	.
,	" "	.
hogy	" "	.
meg	" "	p1
kell	" "	.
kívánnia	" "	v1
saját	" "	.
magát	""	.
,	" "	.
mert	" "	.
nem	" "	.
erről	" "	.
van	" "	.
szó	""	.
!	"\n"	.

Ez	" "	.
így	" "	.
ment	" "	.
egy	" "	.
órán	" "	.
keresztül	""	.
,	" "	.
akkor	" "	.
abba	" "	p1
kellett	" "	.
hagyniuk	" "	v1
,	" "	.
mert	" "	.
meg	" "	p2
akarták	" "	.
lincselni	" "	v2
őket	""	.
...	"\n"	.

Mondja	" "	v1
már	" "	.
meg	" "	p1
valaki	""	.
,	" "	.
hogy	" "	.
mi	" "	.
az	" "	.
a	" "	.
dödölle	""	.
!	"\n"	.

Az	" "	.
amerikai	" "	.
country	" "	.
westernt	" "	.
valamikor	" "	.
kedveltem	""	.
,	" "	.
most	" "	.
ki	" "	p1
nem	" "	.
állhatom	" "	v1
.	"\n"	.

Már	" "	.
fel	" "	p1
is	" "	.
vettem	" "	v1
a	" "	.
nyálálló	" "	.
ruhámat	""	.
,	" "	.
aztán	" "	.
mentem	" "	.
a	" "	.
TVNET-re	""	.
,	" "	.
de	""	.
...	" "	.
azért	" "	.
ez	" "	.
is	" "	.
valami	""	.
.	"\n"	.

Vagy	" "	.
ők	" "	.
is	" "	.
megpróbálnak	" "	.
összehozni	" "	.
egy	" "	.
váltópártot	" "	.
a	" "	.
baloldalon	""	.
,	" "	.
beleértve	" "	.
a	" "	.
civil	""	.
,	" "	.
alternatív	""	.
,	" "	.
emberi	" "	.
jogi	""	.
,	" "	.
kisebbségi	""	.
,	" "	.
szakszervezetis	""	.
,	" "	.
szabadelvű	" "	.
ÉS	" "	.
a	" "	.
hagyományos	" "	.
baloldali	" "	.
szférát	""	.
,	" "	.
vagy	" "	.
nekiállnak	" "	.
magukat	" "	.
úgymond	""	.
,	" "	.
"	" "	.
tisztítani	" "	.
"	" "	.
még	" "	.
egy	" "	.
jó	" "	.
ideig	""	.
,	" "	.
kb.	" "	.
addig	""	.
,	" "	.
amíg	" "	.
le	" "	p1
nem	" "	.
mennek	" "	v1
a	" "	.
sokak	" "	.
által	" "	.
várt	" "	.
12-15%-os	" "	.
népszerűségi	" "	.
indexig	""	.
.	"\n"	.

A	" "	.
legutolsó	" "	.
ilyen	" "	.
eset	" "	.
-	" "	.
emlékeim	" "	.
szerint	" "	.
-	" "	.
az	" "	.
volt	""	.
,	" "	.
amikor	" "	.
az	" "	.
a	" "	.
Landeszmann	" "	.
nevű	" "	.
hibbant	" "	.
fütyülősbarackozott	""	.
.	" "	.

El	" "	p1
is	" "	.
határolódtak	" "	v1
tőle	" "	.
a	" "	.
zsidók	" "	.
gyorsan	""	.
.	"\n"	.

Istenem	" "	.
macikám	" "	.
neked	" "	.
tényleg	" "	.
be	" "	p1
kéne	" "	.
jönnöd	" "	v1
egy	" "	.
kicsit	""	.
.	"\n"	.

Igazad	" "	.
van	""	.
.	" "	.

Meg	" "	p1
kell	" "	.
oldani	" "	v1
az	" "	.
átmenő	" "	.
forgalom	" "	.
rendezését	""	.
.	"\n"	.

Mintha	" "	.
az	" "	.
